# owtrad_routes.csv — OWTRAD Silk Road route network (edge list)
# DO NOT HAND-EDIT. Regenerate: python3 data/scripts/fetch_owtrad_silk_road.py
# Generated: 2026-04-27T04:51:52Z
# Source: Ciolek, T.M. (2004+). OWTRAD Project. www.ciolek.com/owtrad.html
# Datasets attempted: tmcXMEm1400, tmcTRm1200a, tmcTRm1200b, tmcTRm1300, tmcIRa0100, tmcIRa0500, tmcZCAm0200, tmcZCAm0600, tmcZCAm0800, tmcZCAm1000, tmcZCAm1000a, tmcTMm1100, tmcTJm0400a, tmcTJm0400b, tmcKGa0100a, tmcKGa0100b, tmcKGa0100c, tmcKGa0100e, tmcZMEm1300, tmcINm1550, tmcCNm1000, tmcCNm0620, tmcCNm0680a, tmcCNm0680b, tmcCNm0680c, tmcCNm1500, tmcCNm1700, tmcCNm1850, tmcCNm1920, tmcKHm1200, tmcKGa0100d
# Licence: Open Publication License v1.0
# N = 1946 edges
dataset,lon1,lat1,lon2,lat2,node1,node2,country1,country2
tmcTRm1300,15.987900,43.376600,16.467000,43.517000,sealoc02-tmc050503,Split,HR,HR
tmcTRm1300,16.467000,43.517000,16.943017,42.895022,Split,sealoc03-tmc050503,HR,HR
tmcTRm1300,16.943017,42.895022,18.088612,42.650555,sealoc03-tmc050503,Dubrovnik,HR,HR
tmcTRm1300,19.489700,40.466700,19.215800,40.432900,Avlonya,sealoc05-tmc050503,AL,AL
tmcTRm1300,19.215800,40.432900,19.961487,39.821680,sealoc05-tmc050503,sealoc06-tmc050503,AL,GR
tmcTRm1300,19.919722,39.619999,20.750000,38.950000,sealoc07-tmc050503,Preveza,GR,GR
tmcTRm1300,19.240730,40.630750,19.489700,40.466700,sealoc04-tmc050503,Avlonya,AL,AL
tmcTRm1300,19.961487,39.821680,19.919722,39.619999,sealoc06-tmc050503,sealoc07-tmc050503,GR,GR
tmcTRm1300,20.750000,38.950000,20.540800,38.778500,Preveza,sealoc08-tmc050503,GR,GR
tmcTRm1300,20.540800,38.778500,20.212900,38.036000,sealoc08-tmc050503,sealoc09-tmc050503,GR,GR
tmcTRm1300,20.212900,38.036000,21.950000,36.800000,sealoc09-tmc050503,Coron,GR,GR
tmcTRm1300,29.067000,40.200000,30.533300,39.766700,Bursa,Eskisehir,TR,TR
tmcTRm1300,26.306400,38.322800,26.241600,38.891400,Cesme,sealoc14-tmc050503,TR,GR
tmcTRm1300,26.241600,38.891400,25.727500,39.167200,sealoc14-tmc050503,sealoc15-tmc050503,GR,GR
tmcTRm1300,25.727500,39.167200,26.333602,40.185728,sealoc15-tmc050503,sealoc16-tmc050503,GR,TR
tmcTRm1300,28.966667,41.016666,28.667000,44.200000,Istanbul,Kostence,TR,RO
tmcTRm1300,28.966667,41.016666,32.386700,41.745000,Istanbul,Amasra,TR,TR
tmcTRm1300,32.386700,41.745000,32.913300,42.118200,Amasra,sealoc17-tmc050503,TR,TR
tmcTRm1300,35.383331,45.033333,35.150002,42.016666,Caffa,Sinop,TR,TR
tmcTRm1300,26.306400,38.322800,26.347900,37.175100,Cesme,sealoc18-tmc050503,TR,GR
tmcTRm1300,26.347900,37.175100,27.363600,36.238900,sealoc18-tmc050503,sealoc19-tmc050503,GR,GR
tmcTRm1300,27.363600,36.238900,28.217000,36.433000,sealoc19-tmc050503,Rhodes,GR,GR
tmcTRm1300,28.217000,36.433000,31.991300,35.770800,Rhodes,sealoc21-tmc050503,GR,TR
tmcTRm1300,31.991300,35.770800,34.692900,35.712300,sealoc21-tmc050503,sealoc22-tmc050503,TR,CY
tmcTRm1300,34.692900,35.712300,33.950000,35.125000,sealoc22-tmc050503,Famagusta,CY,CY
tmcTRm1300,35.509724,33.871944,29.900000,31.200000,Beirut,sealoc23-tmc050503,LB,EG
tmcTRm1300,30.700000,36.883300,31.991300,35.770800,Antalya,sealoc21-tmc050503,UA,TR
tmcTRm1300,29.156700,40.433100,29.284700,40.653600,loc17-tmc050503,loc18-tmc050503,TR,TR
tmcTRm1300,29.284700,40.653600,29.430600,40.797800,loc18-tmc050503,loc19-tmc050503,TR,TR
tmcTRm1300,29.983300,39.424200,31.416400,38.357500,Kutahya,Aksehir,TR,TR
tmcIRa0100,39.750000,15.266667,35.466667,23.916668,Adulis,Berenice,SD,EG
tmcIRa0100,39.750000,15.266667,43.249168,13.319722,Adulis,Muza,SD,YE
tmcIRa0100,35.000000,29.517000,35.466667,23.916668,Aelana,Berenice,JO,EG
tmcIRa0100,35.000000,29.517000,35.433000,30.333000,Aelana,Petra,JO,JO
tmcIRa0100,62.200000,34.333000,62.116669,32.366669,Alexandria Areion,Phra,IR,AF
tmcIRa0100,29.900000,31.200000,32.817000,26.000000,Alexandria,Coptus,EG,EG
tmcIRa0100,65.717000,31.617000,69.183000,34.517000,Alexandropolis,Kabul,AF,AF
tmcIRa0100,65.717000,31.617000,62.116669,32.366669,Alexandropolis,Phra,AF,AF
tmcIRa0100,65.717000,31.617000,66.199997,27.666668,Alexandropolis,frk01-tmc010201,AF,PK
tmcIRa0100,65.717000,31.617000,69.416664,28.049999,Alexandropolis,xrd01-tmc010201,AF,PK
tmcIRa0100,36.116669,36.233334,38.283000,34.550000,Antioch,Palmyra,TR,SY
tmcIRa0100,36.116669,36.233334,36.716667,36.716667,Antioch,frk05-tmc010201,TR,TR
tmcIRa0100,62.166668,37.616669,66.900000,36.750000,Antiochia Margiana,Bactra,IR,AF
tmcIRa0100,62.166668,37.616669,63.566666,39.099998,Antiochia Margiana,frk02-tmc010202,IR,TM
tmcIRa0100,44.882500,12.748333,47.846592,13.999013,Arabia Eudaemon,Cane,YE,YE
tmcIRa0100,44.882500,12.748333,76.216667,10.216667,Arabia Eudaemon,Muziris,YE,IN
tmcIRa0100,44.882500,12.748333,43.398128,13.002475,Arabia Eudaemon,Ocelis,YE,YE
tmcIRa0100,32.520000,29.950000,35.466667,23.916668,Arsinoe,Berenice,EG,EG
tmcIRa0100,66.900000,36.750000,69.183000,34.517000,Bactra,Kabul,AF,AF
tmcIRa0100,66.900000,36.750000,66.950000,39.667000,Bactra,Maracanda,AF,UZ
tmcIRa0100,66.900000,36.750000,75.233330,37.783333,Bactra,Tashkurgan,AF,CN
tmcIRa0100,67.061461,24.850203,72.967000,21.700000,Barbaricum,Barygaza,IN,IN
tmcIRa0100,67.061461,24.850203,47.846592,13.999013,Barbaricum,Cane,IN,YE
tmcIRa0100,72.967000,21.700000,72.863352,20.221838,Barygaza,Calliena,IN,IN
tmcIRa0100,72.967000,21.700000,44.882500,12.748333,Barygaza,Arabia Eudaemon,IN,YE
tmcIRa0100,72.967000,21.700000,75.383331,19.483334,Barygaza,Paethana,IN,IN
tmcIRa0100,72.967000,21.700000,75.833000,23.183000,Barygaza,Ujjain,IN,IN
tmcIRa0100,35.466667,23.916668,32.817000,26.000000,Berenice,Coptus,EG,EG
tmcIRa0100,41.033333,43.000000,49.893333,40.371113,loc04-tmc010201,loc01-tmc010201,GE,AZ
tmcIRa0100,72.863352,20.221838,72.879037,19.956095,Calliena,Simylla,IN,IN
tmcIRa0100,47.846592,13.999013,74.900002,14.016667,Cane,Carura,YE,IN
tmcIRa0100,47.846592,13.999013,54.575877,16.966481,Cane,Moscha,YE,YE
tmcIRa0100,57.079445,30.292778,54.367500,31.897223,Carmana,Isatichae,IR,IR
tmcIRa0100,57.079445,30.292778,60.070000,31.565277,Carmana,Neh,IR,IR
tmcIRa0100,57.079445,30.292778,52.889721,29.935833,Carmana,Persepolis,IR,IR
tmcIRa0100,57.079445,30.292778,58.361942,29.107779,Carmana,frk03-tmc010201,IR,IR
tmcIRa0100,74.900002,14.016667,76.216667,10.216667,Carura,Muziris,IN,IN
tmcIRa0100,54.633331,41.166668,49.893333,40.371113,loc09-tmc010201,loc01-tmc010201,TM,AZ
tmcIRa0100,48.182220,30.441944,44.583332,33.083332,Charax,Ctesiphon,IQ,IQ
tmcIRa0100,48.182220,30.441944,56.416111,27.108889,Charax,Hormuz,IQ,IR
tmcIRa0100,48.182220,30.441944,52.889721,29.935833,Charax,Persepolis,IQ,IR
tmcIRa0100,48.182220,30.441944,35.433000,30.333000,Charax,Petra,IQ,JO
tmcIRa0100,43.133331,36.333332,37.966667,37.033333,loc10-tmc010201,Zeugma,IQ,TR
tmcIRa0100,44.583332,33.083332,44.533333,33.150002,Ctesiphon,Seleucia,IQ,IQ
tmcIRa0100,44.583332,33.083332,47.067000,34.317000,Ctesiphon,Kermanshah,IQ,IR
tmcIRa0100,48.583000,34.767000,47.067000,34.317000,Ecbatana,Kermanshah,IR,IR
tmcIRa0100,48.583000,34.767000,51.417000,35.583000,Ecbatana,Rhagae,IR,IR
tmcIRa0100,50.214443,25.643057,35.433000,30.333000,Gerrha,Petra,SA,JO
tmcIRa0100,50.214443,25.643057,56.416111,27.108889,Gerrha,Hormuz,SA,IR
tmcIRa0100,50.214443,25.643057,48.182220,30.441944,Gerrha,Charax,SA,IQ
tmcIRa0100,56.416111,27.108889,66.359671,25.475807,Hormuz,loc03-tmc010201,IR,PK
tmcIRa0100,56.416111,27.108889,54.575877,16.966481,Hormuz,Moscha,IR,YE
tmcIRa0100,54.367500,31.897223,51.417000,35.583000,Isatichae,Rhagae,IR,IR
tmcIRa0100,69.183000,34.517000,72.250000,33.900002,Kabul,xrd02-tmc010201,AF,PK
tmcIRa0100,76.033000,39.483000,82.900002,41.716667,Kashgar,Kucha,CN,CN
tmcIRa0100,76.033000,39.483000,66.950000,39.667000,Kashgar,Maracanda,CN,UZ
tmcIRa0100,76.033000,39.483000,77.267000,38.450000,Kashgar,Yarkand,CN,CN
tmcIRa0100,79.916600,37.116600,82.766670,37.066666,Khotan,loc11-tmc010201,CN,CN
tmcIRa0100,79.916600,37.116600,77.267000,38.450000,Khotan,Yarkand,CN,CN
tmcIRa0100,82.900002,41.716667,84.583336,41.933334,Kucha,loc05-tmc010201,CN,CN
tmcIRa0100,82.900002,41.716667,77.267000,38.450000,Kucha,Yarkand,CN,CN
tmcIRa0100,78.450000,10.950000,75.916664,17.683332,Madura,frk04-tmc010201,IN,IN
tmcIRa0100,77.700000,27.500000,81.849998,25.450001,Mathura,loc07-tmc010201,IN,IN
tmcIRa0100,77.700000,27.500000,75.833000,23.183000,Mathura,Ujjain,IN,IN
tmcIRa0100,43.249168,13.319722,43.398128,13.002475,Muza,Ocelis,YE,YE
tmcIRa0100,76.216667,10.216667,72.879037,19.956095,Muziris,Simylla,IN,IN
tmcIRa0100,60.070000,31.565277,62.116669,32.366669,Neh,Phra,IR,AF
tmcIRa0100,75.383331,19.483334,75.916664,17.683332,Paethana,frk04-tmc010201,IN,IN
tmcIRa0100,38.283000,34.550000,44.533333,33.150002,Palmyra,Seleucia,SY,IQ
tmcIRa0100,52.889721,29.935833,58.361942,29.107779,Persepolis,frk03-tmc010201,IR,IR
tmcIRa0100,44.533333,33.150002,37.966667,37.033333,Seleucia,Zeugma,IQ,TR
tmcIRa0100,75.233330,37.783333,77.267000,38.450000,Tashkurgan,Yarkand,CN,CN
tmcIRa0100,75.233330,37.783333,72.250000,33.900002,Tashkurgan,xrd02-tmc010201,CN,PK
tmcIRa0100,37.966667,37.033333,36.716667,36.716667,Zeugma,frk05-tmc010201,TR,TR
tmcIRa0100,66.950000,39.667000,63.566666,39.099998,Maracanda,frk02-tmc010202,UZ,TM
tmcIRa0100,77.700000,27.500000,72.250000,33.900002,Mathura,xrd02-tmc010201,PK,PK
tmcIRa0100,66.359671,25.475807,66.316666,26.233334,loc03-tmc010201,Rhambacia,PK,PK
tmcIRa0100,78.433000,17.367000,75.916664,17.683332,loc08-tmc010201,frk04-tmc010201,IN,IN
tmcIRa0100,66.199997,27.666668,66.316666,26.233334,frk01-tmc010201,Rhambacia,PK,PK
tmcIRa0100,66.199997,27.666668,69.416664,28.049999,frk01-tmc010201,xrd01-tmc010201,PK,PK
tmcIRa0100,63.566666,39.099998,59.166668,42.316666,frk02-tmc010202,loc02-tmc010201,TM,KZ
tmcIRa0100,58.361942,29.107779,66.316666,26.233334,frk03-tmc010201,Rhambacia,IR,PK
tmcIRa0100,36.716667,36.716667,27.150000,38.416668,frk05-tmc010201,Smyrna,TR,TR
tmcIRa0100,69.416664,28.049999,67.061461,24.850203,xrd01-tmc010201,Barbaricum,PK,IN
tmcIRa0100,72.250000,33.900002,69.416664,28.049999,xrd02-tmc010201,xrd01-tmc010201,PK,PK
tmcIRa0100,59.166668,42.316666,54.633331,41.166668,loc02-tmc010201,loc09-tmc010201,TM,TM
tmcIRa0100,59.598610,36.305000,51.417000,35.583000,Meshed,Rhagae,IR,IR
tmcIRa0100,44.583332,33.083332,43.133331,36.333332,Ctesiphon,loc10-tmc010201,IQ,TR
tmcIRa0100,47.846592,13.999013,72.879037,19.956095,Arabia Eudaemon,Simylla,YE,IN
tmcIRa0500,44.424168,32.540833,48.243610,32.194168,Babylon,Susa,IQ,IR
tmcIRa0500,48.243610,32.194168,45.594723,34.514168,Susa,frk01-tmc050218,IR,IR
tmcIRa0500,47.067000,34.317000,45.594723,34.514168,loc01-tmc050218,frk01-tmc050218,IR,IR
tmcIRa0500,45.594723,34.514168,43.150000,36.366700,frk01-tmc050218,Nineveh,IR,IQ
tmcIRa0500,43.150000,36.366700,41.183000,37.083000,Nineveh,Nisibis,IQ,TR
tmcIRa0500,41.183000,37.083000,38.766666,37.133331,Nisibis,Edessa,TR,TR
tmcIRa0500,38.766666,37.133331,38.516666,37.500000,Edessa,loc02-tmc050218,TR,TR
tmcIRa0500,38.516666,37.500000,36.265600,38.328300,loc02-tmc050218,Comana,TR,TR
tmcIRa0500,36.265600,38.328300,35.500000,38.716667,Comana,Mazaca,TR,TR
tmcIRa0500,35.500000,38.716667,34.633331,40.016666,Mazaca,Pteria,TR,TR
tmcIRa0500,34.633331,40.016666,33.506400,39.845300,Pteria,loc03-tmc050218,TR,TR
tmcIRa0500,33.506400,39.845300,32.000000,39.616669,loc03-tmc050218,loc04-tmc050218,TR,TR
tmcIRa0500,32.000000,39.616669,31.228100,38.531100,loc04-tmc050218,Ipsus,TR,TR
tmcIRa0500,31.228100,38.531100,28.033000,38.467000,Ipsus,Sardis,TR,TR
tmcIRa0500,28.033000,38.467000,27.333332,37.933334,Sardis,Ephesus,TR,TR
tmcIRa0500,48.243610,32.194168,28.033000,38.467000,Susa,Sardis,IR,TR
tmcZCAm0200,97.733330,39.833332,94.683334,40.166668,loc01-tmc040128,Dunhuang,CN,CN
tmcZCAm0200,94.683334,40.166668,93.000000,39.283333,Dunhuang,loc02-tmc040128,CN,CN
tmcZCAm0200,93.000000,39.283333,90.083336,39.066666,loc02-tmc040128,loc03-tmc040128,CN,CN
tmcZCAm0200,90.083336,39.066666,88.833336,39.250000,loc03-tmc040128,Miran,CN,CN
tmcZCAm0200,88.833336,39.250000,85.533333,38.133331,Miran,Cercen,CN,CN
tmcZCAm0200,85.533333,38.133331,82.766670,37.066666,Cercen,loc04-tmc040128,CN,CN
tmcZCAm0200,79.916600,37.116600,79.792000,37.269777,Khotan,Rawak,CN,CN
tmcZCAm0200,79.792000,37.269777,77.267000,38.450000,Rawak,Yarkand,CN,CN
tmcZCAm0200,94.683334,40.166668,87.583336,43.799999,Dunhuang,Urumchi,CN,CN
tmcZCAm0200,94.683334,40.166668,89.750000,40.533333,Dunhuang,Loulan,CN,CN
tmcZCAm0200,89.750000,40.533333,88.833336,39.250000,Loulan,Miran,CN,CN
tmcZCAm0200,89.750000,40.533333,89.100000,42.917000,Loulan,Kocho,CN,CN
tmcZCAm0200,89.100000,42.917000,86.566666,42.066666,Kocho,Karashahr,CN,CN
tmcZCAm0200,87.583336,43.799999,86.566666,42.066666,Urumchi,Karashahr,CN,CN
tmcZCAm0200,86.566666,42.066666,86.150002,41.733334,Karashahr,loc05-tmc040128,CN,CN
tmcZCAm0200,86.150002,41.733334,82.900002,41.716667,loc05-tmc040128,Kucha,CN,CN
tmcZCAm0200,82.900002,41.716667,79.983330,41.466667,Kucha,Tumshuq,CN,CN
tmcZCAm0200,79.983330,41.466667,76.033000,39.483000,Tumshuq,Kashgar,CN,CN
tmcZCAm0200,76.033000,39.483000,70.949997,40.500000,Kashgar,Kokand,CN,UZ
tmcZCAm0200,70.949997,40.500000,67.616669,39.483334,Kokand,Pendjikent,UZ,TK
tmcZCAm0200,67.616669,39.483334,66.950000,39.667000,Pendjikent,Samarkand,TK,UZ
tmcZCAm0200,64.416664,39.799999,63.566666,39.099998,Buchara,loc06-tmc040128,UZ,UZ
tmcZCAm0200,62.166668,37.616669,54.349167,36.171112,Merw,loc07-tmc040128,TM,IR
tmcZCAm0600,108.935547,34.260277,106.250000,35.666668,Chang'an,loc01-tmc040123,CN,CN
tmcZCAm0600,106.250000,35.666668,103.792221,36.056389,loc01-tmc040123,Lanzhou,CN,CN
tmcZCAm0600,102.800003,37.966667,103.792221,36.056389,loc02-tmc040123,Lanzhou,CN,CN
tmcZCAm0600,102.800003,37.966667,95.800003,40.500000,loc02-tmc040123,loc03-tmc040123,CN,CN
tmcZCAm0600,94.683334,40.166668,95.116669,41.783333,Dunhuang,loc04-tmc040123,CN,CN
tmcZCAm0600,93.449997,42.799999,95.116669,41.783333,Hami,loc04-tmc040123,CN,CN
tmcZCAm0600,86.150002,41.733334,89.100000,42.917000,loc05-tmc040123,Turfan,CN,CN
tmcZCAm0600,86.150002,41.733334,89.750000,40.533333,loc05-tmc040123,Loulan,CN,CN
tmcZCAm0600,82.900002,41.716667,80.233330,41.250000,Kucha,Aqsu,CN,CN
tmcZCAm0600,76.033000,39.483000,80.233330,41.250000,Kashgar,Aqsu,CN,CN
tmcZCAm0600,94.683334,40.166668,88.833336,39.250000,Dunhuang,Miran,CN,CN
tmcZCAm0600,87.316666,38.700001,88.833336,39.250000,loc06-tmc040123,Miran,CN,CN
tmcZCAm0600,87.316666,38.700001,86.099998,37.933334,loc06-tmc040123,loc07-tmc040123,CN,CN
tmcZCAm0600,86.099998,37.933334,83.833336,37.599998,loc07-tmc040123,Endere,CN,CN
tmcZCAm0600,82.766670,37.066666,83.833336,37.599998,Niya,Endere,CN,CN
tmcZCAm0600,74.250000,39.799999,76.033000,39.483000,loc08-tmc040123,Kashgar,CN,CN
tmcZCAm0600,74.250000,39.799999,73.250000,39.733334,loc08-tmc040123,loc09-tmc040123,CN,KG
tmcZCAm0600,73.250000,39.733334,72.800003,40.533333,loc09-tmc040123,loc10-tmc040123,KG,KG
tmcZCAm0600,72.800003,40.533333,72.366669,40.750000,loc10-tmc040123,loc11-tmc040123,KG,UZ
tmcZCAm0600,70.949997,40.500000,69.616669,40.283333,loc12-tmc040123,loc13-tmc040123,UZ,TJ
tmcZCAm0600,69.616669,40.283333,67.833336,40.099998,loc13-tmc040123,loc14-tmc040123,TJ,UZ
tmcZCAm0600,66.950000,39.667000,65.366669,40.150002,Samarkand,loc15-tmc040123,UZ,UZ
tmcZCAm0600,65.366669,40.150002,64.683334,40.099998,loc15-tmc040123,loc16-tmc040123,UZ,UZ
tmcZCAm0600,64.683334,40.099998,64.416664,39.799999,loc16-tmc040123,Buchara,UZ,UZ
tmcZCAm0600,62.166668,37.616669,61.159443,36.549442,Merw,loc18-tmc040123,TM,TM
tmcZCAm0600,61.159443,36.549442,59.598610,36.305000,loc18-tmc040123,loc19-tmc040123,TM,IR
tmcZCAm0600,59.598610,36.305000,58.817000,36.217000,loc19-tmc040123,loc20-tmc040123,IR,IR
tmcZCAm0600,58.817000,36.217000,57.671944,36.219723,loc20-tmc040123,loc21-tmc040123,IR,IR
tmcZCAm0600,57.671944,36.219723,54.960556,36.420277,loc21-tmc040123,loc22-tmc040123,IR,IR
tmcZCAm0600,54.960556,36.420277,54.349167,36.171112,loc22-tmc040123,loc23-tmc040123,IR,IR
tmcZCAm0600,54.349167,36.171112,52.340557,35.222221,loc23-tmc040123,loc24-tmc040123,IR,IR
tmcZCAm0600,52.340557,35.222221,51.417000,35.583000,loc24-tmc040123,loc25-tmc040123,IR,IR
tmcZCAm0600,51.417000,35.583000,50.373333,35.009445,loc25-tmc040123,loc26-tmc040123,IR,IR
tmcZCAm0600,50.373333,35.009445,48.583000,34.767000,loc26-tmc040123,Hamadan,IR,IR
tmcZCAm0600,45.594723,34.514168,45.366669,34.349998,loc28-tmc040123,loc29-tmc040123,IR,IQ
tmcZCAm0600,45.366669,34.349998,44.393890,33.338612,loc29-tmc040123,Baghdad,IQ,IQ
tmcZCAm0600,44.393890,33.338612,43.577221,33.381943,Baghdad,loc30-tmc040123,IQ,IQ
tmcZCAm0600,43.577221,33.381943,40.986942,34.392776,loc30-tmc040123,loc31-tmc040123,IQ,IQ
tmcZCAm0600,40.986942,34.392776,38.283000,34.550000,loc31-tmc040123,Palmyra,IQ,SY
tmcZCAm0600,38.283000,34.550000,36.299999,33.500000,Palmyra,Damaskus,IQ,SY
tmcZCAm0600,36.299999,33.500000,35.183000,33.267000,Damaskus,Tyrus,IQ,LB
tmcZCAm0800,47.017000,47.250000,60.366669,41.400002,loc01-tmc010512,Khiva,RU,UZ
tmcZCAm0800,62.166668,37.616669,60.366669,41.400002,Merv,Khiva,TM,UZ
tmcZCAm0800,62.166668,37.616669,54.439167,36.828056,Merv,loc02-tmc010512,TM,IR
tmcZCAm0800,51.417000,35.583000,54.439167,36.828056,loc04-tmc010512,loc02-tmc010512,IR,IR
tmcZCAm0800,59.598610,36.305000,62.200000,34.333000,loc03-tmc010512,loc05-tmc010512,IR,AF
tmcZCAm0800,62.200000,34.333000,51.417000,35.583000,loc05-tmc010512,loc04-tmc010512,AF,AF
tmcZCAm0800,75.233330,37.783333,74.300003,35.916668,Tashkurgan,loc07-tmc010512,CN,PK
tmcZCAm0800,74.300003,35.916668,74.816000,34.083300,loc07-tmc010512,Srinagar,PK,IN
tmcZCAm0800,74.816000,34.083300,71.483330,30.183332,Srinagar,loc13-tmc010512,IN,IN
tmcZCAm0800,74.300003,35.916668,91.099998,29.650000,loc07-tmc010512,Lhasa,PK,CN
tmcZCAm0800,91.099998,29.650000,88.000000,39.033333,Lhasa,Charklick,CN,CN
tmcZCAm0800,91.099998,29.650000,100.783333,36.349998,Lhasa,Iron Blade Fortress,CN,CN
tmcZCAm0800,100.783333,36.349998,103.792221,36.056389,Iron Blade Fortress,Lanzhou,CN,CN
tmcZCAm0800,108.935547,34.260277,112.416600,34.683300,Chang'an,Luoyang,CN,CN
tmcZCAm0800,108.935547,34.260277,112.550003,37.866669,Chang'an,Taiyuan,CN,CN
tmcZCAm0800,108.533000,41.566000,112.550003,37.866669,Piti Springs,Taiyuan,CN,CN
tmcZCAm0800,108.533000,41.566000,102.833344,47.233334,Piti Springs,Karabalghasun,CN,MN
tmcZCAm0800,102.833344,47.233334,87.583336,43.799999,Karabalghasun,Beshbaliq,MN,CN
tmcZCAm0800,89.100000,42.917000,87.583336,43.799999,Kocho,Beshbaliq,CN,CN
tmcZCAm0800,89.699997,42.733334,89.100000,42.917000,Lapchuk,Kocho,CN,CN
tmcZCAm0800,89.699997,42.733334,93.449997,42.799999,Lapchuk,Hami,CN,CN
tmcZCAm0800,95.800003,40.500000,95.766670,40.400002,Anxi,Guazhou,CN,CN
tmcZCAm0800,100.449997,38.933334,95.766670,40.400002,Ganzhou,Guazhou,CN,CN
tmcZCAm0800,100.449997,38.933334,102.800003,37.966667,Ganzhou,Liangzhou,CN,CN
tmcZCAm0800,100.783333,36.349998,102.800003,37.966667,Iron Blade Fortress,Liangzhou,CN,CN
tmcZCAm0800,95.800003,40.500000,89.750000,40.533333,Anxi,Lop Nor,CN,CN
tmcZCAm0800,80.250000,41.150002,82.900002,41.716667,Aksu,Kucha,CN,CN
tmcZCAm0800,80.250000,41.150002,76.033000,39.483000,Aksu,Kashgar,CN,CN
tmcZCAm0800,80.250000,41.150002,78.400000,42.483000,Aksu,loc09-tmc010512,CN,KG
tmcZCAm0800,87.583336,43.799999,78.400000,42.483000,Beshbaliq,loc09-tmc010512,CN,KG
tmcZCAm0800,69.300000,41.333000,78.400000,42.483000,Chach,loc09-tmc010512,UZ,KG
tmcZCAm0800,69.300000,41.333000,60.366669,41.400002,Chach,Khiva,UZ,UZ
tmcZCAm0800,69.300000,41.333000,69.050003,40.799999,Chach,loc10-tmc010512,UZ,UZ
tmcZCAm0800,76.033000,39.483000,69.050003,40.799999,Kashgar,loc10-tmc010512,CN,UZ
tmcZCAm0800,66.950000,39.667000,69.050003,40.799999,Samarkand,loc10-tmc010512,UZ,UZ
tmcZCAm0800,76.033000,39.483000,76.150002,38.933334,Kashgar,Yangi-Hissar,CN,CN
tmcZCAm0800,66.950000,39.667000,62.166668,37.616669,Samarkand,Merv,UZ,TM
tmcZCAm0800,74.483330,37.083332,75.233330,37.783333,loc11-tmc010512,Tashkurgan,AF/CN,CN
tmcZCAm0800,74.483330,37.083332,66.900000,36.750000,loc11-tmc010512,Balkh,AF/CN,AF
tmcZCAm0800,75.449997,36.866669,75.233330,37.783333,loc12-tmc010512,Tashkurgan,CN,CN
tmcZCAm0800,75.449997,36.866669,74.300003,35.916668,loc12-tmc010512,loc07-tmc010512,CN,CN
tmcZCAm0800,88.000000,39.033333,79.916600,37.116600,Charklick,Khotan,CN,CN
tmcZCAm0800,88.000000,39.033333,88.833336,39.250000,Charklick,Miran,CN,CN
tmcZCAm0800,77.267000,38.450000,76.150002,38.933334,Yarkand,Yangi-Hissar,CN,CN
tmcZCAm1000,36.707779,45.207779,47.017000,47.250000,loc03-tmc010205,Etil,UA,RU
tmcZCAm1000,47.017000,47.250000,71.417000,42.833000,Etil,Talas,RU,KZ
tmcZCAm1000,74.599998,42.900002,75.333300,42.733300,loc01-tmc010206,Balasaghun,KG,KG
tmcZCAm1000,75.333300,42.733300,87.583336,43.799999,Balasaghun,Beshbaliq,KG,CN
tmcZCAm1000,89.100000,42.917000,94.683334,40.166668,Qocho,Tun-huang,CN,CN
tmcZCAm1000,94.683334,40.166668,108.935547,34.260277,Tun-huang,Ch'ang-an,CN,CN
tmcZCAm1000,112.416600,34.683300,114.348343,34.791111,Lo-yang,K'ai-feng,CN,CN
tmcZCAm1000,76.033000,39.483000,67.266670,37.233334,Kashgar,loc06-tmc010205,CN,UZ
tmcZCAm1000,67.266670,37.233334,66.950000,39.667000,loc06-tmc010205,Samarqand,UZ,UZ
tmcZCAm1000,67.266670,37.233334,66.900000,36.750000,loc06-tmc010205,Balkh,UZ,AF
tmcZCAm1000,66.900000,36.750000,67.816666,34.816666,Balkh,Bamiyan,AF,AF
tmcZCAm1000,67.816666,34.816666,71.550003,34.016666,Bamiyan,Peshawar,AF,PK
tmcZCAm1000,72.833336,33.750000,77.700000,27.500000,Taxila,Mathura,PK,IN
tmcZCAm1000,62.166668,37.616669,48.583000,34.767000,Marv,Hamadan,TM,IR
tmcZCAm1000,44.393890,33.338612,37.166668,36.200001,Baghdad,Aleppo,IQ,SY
tmcZCAm1000,67.833336,40.099998,70.949997,40.500000,loc02-tmc010206,loc05-tmc010205,UZ,UZ
tmcZCAm1000,70.949997,40.500000,72.800003,40.533333,loc05-tmc010205,loc04-tmc010205,UZ,KG
tmcZCAm1000,72.800003,40.533333,76.033000,39.483000,loc04-tmc010205,Kashgar,KG,CN
tmcZCAm1000,69.300000,41.333000,71.417000,42.833000,Tashkent,Talas,UZ,UZ
tmcZCAm1000,82.900002,41.716667,86.566666,42.066666,Kucha,Qara Shahr,CN,CN
tmcZCAm1000,79.916600,37.116600,89.750000,40.533333,Khotan,Lou-lan,CN,CN
tmcZCAm1000,79.916600,37.116600,71.550003,34.016666,Khotan,Peshawar,CN,PK
tmcZCAm1000,71.550003,34.016666,72.833336,33.750000,Peshawar,Taxila,PK,PK
tmcZCAm1000,71.550003,34.016666,72.866669,32.016666,Peshawar,Hadda,PK,AF
