# owtrad_routes.csv — OWTRAD Silk Road route network (edge list)
# DO NOT HAND-EDIT. Regenerate: python3 data/scripts/fetch_owtrad_silk_road.py
# Generated: 2026-04-27T04:51:52Z
# Source: Ciolek, T.M. (2004+). OWTRAD Project. www.ciolek.com/owtrad.html
# Datasets attempted: tmcXMEm1400, tmcTRm1200a, tmcTRm1200b, tmcTRm1300, tmcIRa0100, tmcIRa0500, tmcZCAm0200, tmcZCAm0600, tmcZCAm0800, tmcZCAm1000, tmcZCAm1000a, tmcTMm1100, tmcTJm0400a, tmcTJm0400b, tmcKGa0100a, tmcKGa0100b, tmcKGa0100c, tmcKGa0100e, tmcZMEm1300, tmcINm1550, tmcCNm1000, tmcCNm0620, tmcCNm0680a, tmcCNm0680b, tmcCNm0680c, tmcCNm1500, tmcCNm1700, tmcCNm1850, tmcCNm1920, tmcKHm1200, tmcKGa0100d
# Licence: Open Publication License v1.0
# N = 1946 edges
dataset,lon1,lat1,lon2,lat2,node1,node2,country1,country2
tmcINm1550,70.449997,34.416668,69.183000,34.517000,Jalalabad,Kabul,AF,AF
tmcINm1550,70.449997,34.416668,71.166664,34.083332,Jalalabad,Khyber Pass,AF,PK
tmcINm1550,73.733330,32.933334,73.583336,32.966667,Jhelum,Rohtas,PK,PK
tmcINm1550,73.133000,26.300000,73.600000,26.333000,Jodhpur,Pipar,IN,IN
tmcINm1550,76.967000,29.683000,76.967000,29.400000,Karnal,Panipat,IN,IN
tmcINm1550,76.967000,29.683000,76.900000,30.000000,Karnal,Shahabad,IN,IN
tmcINm1550,71.166664,34.083332,71.550003,34.016666,Khyber Pass,Peshawar,PK,PK
tmcINm1550,77.600000,25.233000,77.900002,25.650000,Kolaras,Narwar,IN,IN
tmcINm1550,77.600000,25.233000,77.650000,24.083000,Kolaras,Sironj,IN,IN
tmcINm1550,74.312775,31.571388,75.867000,30.933000,Lahore,Ludhiana,PK,IN
tmcINm1550,75.867000,30.933000,76.467000,30.650000,Ludhiana,Sirhind,IN,IN
tmcINm1550,75.400000,22.367000,73.783000,24.600000,Mandu,Udaipur,IN,IN
tmcINm1550,71.483330,30.183332,71.050000,29.233000,Multan,Uch,IN,PK
tmcINm1550,74.300000,21.367000,72.833000,21.167000,Nandurbar,Surat,IN,IN
tmcINm1550,76.967000,29.400000,77.016670,28.983334,Panipat,Sonepat,IN,IN
tmcINm1550,85.200000,25.617000,87.817000,25.050000,Patna,Rajmahal,IN,IN
tmcINm1550,74.516670,33.633331,74.816000,34.083300,Pir Panjal Pass,Srinagar,PK,IN
tmcINm1550,77.083000,23.200000,77.650000,24.083000,Sehore,Sironj,IN,IN
tmcINm1550,77.650000,24.083000,78.016670,27.183332,frk02-tmc001214,Agra,IN,IN
tmcINm1550,77.650000,24.083000,76.233000,21.300000,frk02-tmc001214,Burhanpur,IN,IN
tmcINm1550,77.650000,24.083000,75.833000,23.183000,frk02-tmc001214,Ujjain,IN,IN
tmcINm1550,72.833000,33.750000,69.183000,34.517000,frk01-tmc001214,Kabul,PK,AF
tmcINm1550,72.833000,33.750000,74.312775,31.571388,frk01-tmc001214,Lahore,PK,PK
tmcINm1550,72.833000,33.750000,74.816000,34.083300,frk01-tmc001214,Srinagar,PK,IN
tmcINm1550,74.300000,21.367000,76.233000,21.300000,frk04-tmc001214,Burhanpur,IN,IN
tmcINm1550,74.300000,21.367000,75.833000,23.183000,frk04-tmc001214,Ujjain,IN,IN
tmcINm1550,74.316666,26.100000,74.667000,26.483000,frk05-tmc001214,Ajmer,IN,IN
tmcINm1550,74.316666,26.100000,73.783000,24.600000,frk05-tmc001214,Udaipur,IN,IN
tmcINm1550,73.533333,24.750000,72.400000,23.600000,frk06-tmc001214,Mehsana,IN,IN
tmcINm1550,73.533333,24.750000,72.866669,24.883333,frk06-tmc001214,Sirohi,IN,IN
tmcINm1550,73.533333,24.750000,73.783000,24.600000,frk06-tmc001214,Udaipur,IN,IN
tmcINm1550,73.333336,25.766666,74.667000,26.483000,"<font size=""-1"">""xrd01-tmc001214""",Ajmer,IN,IN
tmcINm1550,73.333336,25.766666,73.133000,26.300000,xrd01-tmc001214,Jodhpur,IN,IN
tmcINm1550,73.333336,25.766666,72.866669,24.883333,xrd01-tmc001214,Sirohi,IN,IN
tmcINm1550,73.333336,25.766666,74.316666,26.100000,xrd01-tmc001214,frk05-tmc001214,IN,IN
tmcINm1550,73.199997,22.299999,72.650000,22.317000,"</font size>""loc01-tmc001214""",Cambay,IN,IN
tmcCNm1000,80.408333,44.233334,80.816666,44.049999,Horgars Pass,Huocheng,CN,CN
tmcCNm1000,80.816666,44.049999,81.349998,43.900002,Huocheng,Yining,CN,CN
tmcCNm1000,81.349998,43.900002,81.166664,43.799999,Yining,Qapqal,CN,CN
tmcCNm1000,81.166664,43.799999,81.116669,43.166668,Qapqal,Zhaosu,CN,CN
tmcCNm1000,81.116669,43.166668,81.866669,41.766666,Zhaosu,Baicheng,CN,CN
tmcCNm1000,80.408333,44.233334,81.300003,44.583332,Horgars Pass,loc01-tmc020218,CN,CN
tmcCNm1000,81.300003,44.583332,82.083336,44.666668,loc01-tmc020218,loc02-tmc020218,CN,CN
tmcCNm1000,82.083336,44.666668,82.833300,44.650100,loc02-tmc020218,loc03-tmc020218,CN,CN
tmcCNm1000,82.833300,44.650100,85.000200,44.416668,loc03-tmc020218,frk01-tmc020218,CN,CN
tmcCNm1000,85.000200,44.416668,85.616669,44.349998,frk01-tmc020218,Shawan,CN,CN
tmcCNm1000,85.616669,44.349998,86.216667,44.299999,Shawan,Manas,CN,CN
tmcCNm1000,86.216667,44.299999,86.950000,44.299999,Manas,Hutubi,CN,CN
tmcCNm1000,86.950000,44.299999,87.316666,44.016666,Hutubi,Changji,CN,CN
tmcCNm1000,87.316666,44.016666,88.216667,44.150002,Changji,Ganhezi,CN,CN
tmcCNm1000,88.216667,44.150002,89.066666,43.983400,Ganhezi,frk04-tmc020218,CN,CN
tmcCNm1000,89.066666,43.983400,89.466667,44.016666,frk04-tmc020218,Qitai,CN,CN
tmcCNm1000,89.466667,44.016666,92.849998,43.583332,Qitai,Barkol,CN,CN
tmcCNm1000,92.849998,43.583332,94.583336,43.250000,Barkol,Yiwu,CN,CN
tmcCNm1000,94.583336,43.250000,95.240000,43.250000,Yiwu,loc06-tmc020218,CN,CN
tmcCNm1000,89.466667,44.016666,90.183334,43.816666,Qitai,Mori,CN,CN
tmcCNm1000,90.183334,43.816666,91.599998,43.466667,Mori,Qijiaojing,CN,CN
tmcCNm1000,91.599998,43.466667,93.135000,42.930000,Qijiaojing,frk02-tmc020218,CN,CN
tmcCNm1000,93.135000,42.930000,93.449997,42.799999,frk02-tmc020218,Hami,CN,CN
tmcCNm1000,93.449997,42.799999,93.800003,42.766666,Hami,Daqunwan,CN,CN
tmcCNm1000,93.800003,42.766666,94.116669,42.366669,Daqunwan,Yandun,CN,CN
tmcCNm1000,94.116669,42.366669,95.116669,41.780000,Yandun,loc08-tmc020218,CN,CN
tmcCNm1000,93.133331,42.916668,93.135000,42.930000,Erpu,frk02-tmc020218,CN,CN
tmcCNm1000,93.133331,42.916668,90.599998,43.000000,Erpu,Qiktim,CN,CN
tmcCNm1000,90.599998,43.000000,90.166664,42.866669,Qiktim,Shanshan,CN,CN
tmcCNm1000,90.166664,42.866669,89.100000,42.917000,Shanshan,Turpan,CN,CN
tmcCNm1000,89.100000,42.917000,88.949997,43.150002,Turpan,Turpanzhan,CN,CN
tmcCNm1000,88.949997,43.150002,89.066666,43.983334,Turpanzhan,Jimsar,CN,CN
tmcCNm1000,89.066666,43.983334,89.066666,43.983400,Jimsar,frk04-tmc020218,CN,CN
tmcCNm1000,89.100000,42.917000,88.633331,42.783333,Turpan,Toksun,CN,CN
tmcCNm1000,88.633331,42.783333,86.849998,42.266666,Toksun,Hoxud,CN,CN
tmcCNm1000,86.849998,42.266666,86.566666,42.066666,Hoxud,Yanqi,CN,CN
tmcCNm1000,86.566666,42.066666,86.300003,42.299999,Yanqi,Hejing,CN,CN
tmcCNm1000,86.300003,42.299999,86.250000,42.700001,Hejing,Balguntay,CN,CN
tmcCNm1000,86.250000,42.700001,86.054054,43.254902,Balguntay,loc04-tmc020218,CN,CN
tmcCNm1000,86.054054,43.254902,85.616669,44.349998,loc04-tmc020218,Shawan,CN,CN
tmcCNm1000,86.566666,42.066666,86.483330,41.966667,Yanqi,Bohu,CN,CN
tmcCNm1000,85.000200,44.416668,83.300100,43.400100,frk01-tmc020218,frk03-tmc020218,CN,CN
tmcCNm1000,83.300100,43.400100,81.349998,43.900002,frk03-tmc020218,Yining,CN,CN
tmcCNm1000,83.300100,43.400100,84.050003,43.366669,frk03-tmc020218,Narat,CN,CN
tmcCNm1000,84.050003,43.366669,84.150000,43.320000,Narat,loc07-tmc020218,CN,CN
tmcCNm1000,84.150000,43.320000,82.900002,41.716667,loc07-tmc020218,Kuqa,CN,CN
tmcCNm1000,82.900002,41.716667,82.449997,41.816666,Kuqa,Kizer,CN,CN
tmcCNm1000,82.449997,41.816666,81.866669,41.766666,Kizer,Baicheng,CN,CN
tmcCNm1000,86.483330,41.966667,86.150002,41.733334,Bohu,Korla,CN,CN
tmcCNm1000,86.150002,41.733334,86.383331,41.500000,Korla,Yuli,CN,CN
tmcCNm1000,86.383331,41.500000,89.750000,40.533333,Yuli,Loulan,CN,CN
tmcCNm1000,86.383331,41.500000,84.166664,41.500000,Yuli,Luntai Ancient City,CN,CN
tmcCNm1000,84.166664,41.500000,82.900002,41.716667,Luntai Ancient City,Kuqa,CN,CN
tmcCNm1000,80.233330,41.250000,78.250000,39.766666,Aksu,Bachn,CN,CN
tmcCNm1000,89.750000,40.533333,90.181818,40.862745,Loulan Ancient City,loc10-tmc020218,CN,CN
tmcCNm1000,90.181818,40.862745,91.116883,40.235294,loc10-tmc020218,loc11-tmc020218,CN,CN
tmcCNm1000,91.116883,40.235294,92.000000,40.784314,loc11-tmc020218,loc12-tmc020218,CN,CN
tmcCNm1000,92.000000,40.784314,94.683334,40.166668,loc12-tmc020218,Dunhuang,CN,CN
tmcCNm1000,95.116669,41.780000,95.500000,41.099998,loc08-tmc020218,loc13-tmc020218,CN,CN
tmcCNm1000,95.500000,41.099998,95.800003,40.500000,loc13-tmc020218,Anxi,CN,CN
tmcCNm1000,88.000000,39.033333,86.966667,38.516666,Ruoqiang,Bextograk,CN,CN
tmcCNm1000,86.966667,38.516666,85.250000,38.215686,Bextograk,Qiemo Ancient City,CN,CN
tmcCNm1000,85.250000,38.215686,83.600000,38.274510,Qiemo Ancient City,Jingiueguo,CN,CN
tmcCNm1000,83.600000,38.274510,82.487805,37.921569,Jingiueguo,Yumi,CN,CN
tmcCNm1000,82.487805,37.921569,79.916600,37.116600,Yumi,Hotan,CN,CN
tmcCNm1000,79.916600,37.116600,78.316666,37.633331,Hotan,Pishan,CN,CN
tmcCNm1000,78.316666,37.633331,77.983330,36.466667,Pishan,loc18-tmc020218,CN,CN
tmcCNm1000,78.316666,37.633331,77.433334,37.900002,Pishan,Yecheng,CN,CN
tmcCNm1000,75.230000,37.100000,75.233330,37.783333,loc19-tmc020218,Taxkorgan,CN,CN
tmcCNm1000,75.233330,37.783333,76.199997,38.000000,Taxkorgan,loc16-tmc020218,CN,CN
tmcCNm1000,77.433334,37.900002,77.300003,38.200001,Yecheng,Zepu,CN,CN
tmcCNm1000,77.300003,38.200001,77.267000,38.450000,Zepu,Yarkant,CN,CN
tmcCNm1000,76.033000,39.483000,75.866669,39.450001,Kashi,Shufu,CN,CN
tmcCNm1000,75.866669,39.450001,74.449997,38.800000,Shufu,loc05-tmc020218,CN,CN
tmcCNm1000,74.449997,38.800000,73.800003,38.700001,loc05-tmc020218,loc09-tmc020218,CN,CN
tmcCNm1000,76.033000,39.483000,76.166664,39.666668,Kashi,Artux,CN,CN
tmcCNm1000,76.166664,39.666668,78.250000,39.766666,Artux,Bachn,CN,CN
tmcCNm1000,77.833336,35.500000,77.983330,36.466667,loc14-tmc020218,loc18-tmc020218,CN,CN
tmcCNm1000,76.699997,37.866669,76.199997,38.000000,loc15-tmc020218,loc16-tmc020218,CN,CN
tmcCNm1000,75.230000,37.100000,74.483330,37.083332,loc19-tmc020218,loc17-tmc020218,CN,CN
tmcCNm1000,77.433334,37.900002,76.699997,37.866669,Yecheng,loc15-tmc020218,CN,CN
tmcCNm0620,87.650002,29.100000,88.883331,29.250000,loc01-tmc060512,Shigatse,CN,CN
tmcCNm0620,88.883331,29.250000,89.900002,29.266666,Shigatse,loc02-tmc060512,CN,CN
tmcCNm0620,89.900002,29.266666,90.983330,29.650000,loc02-tmc060512,loc03-tmc060512,CN,CN
tmcCNm0620,90.983330,29.650000,91.099998,29.650000,loc03-tmc060512,Lhasa,CN,CN
tmcCNm0620,90.983330,29.650000,90.416664,30.216667,loc03-tmc060512,Yangbajain,CN,CN
tmcCNm0620,90.416664,30.216667,92.000000,31.500000,Yangbajain,Nagqu,CN,CN
tmcCNm0620,92.000000,31.500000,93.666700,31.850000,Nagqu,loc04-tmc060512,CN,CN
tmcCNm0620,93.666700,31.850000,94.000000,31.933300,loc04-tmc060512,loc05-tmc060512,CN,CN
tmcCNm0620,94.000000,31.933300,95.433300,31.533300,loc05-tmc060512,loc06-tmc060512,CN,CN
tmcCNm0620,95.433300,31.533300,96.516700,31.400000,loc06-tmc060512,loc07-tmc060512,CN,CN
tmcCNm0620,96.516700,31.400000,97.233330,31.166668,loc07-tmc060512,Chamdo,CN,CN
tmcCNm0620,97.233330,31.166668,97.700000,31.316700,Chamdo,loc08-tmc060512,CN,CN
tmcCNm0620,97.700000,31.316700,98.266670,31.500000,loc08-tmc060512,loc09-tmc060512,CN,CN
tmcCNm0620,98.266670,31.500000,98.666664,31.816668,loc09-tmc060512,loc10-tmc060512,CN,CN
tmcCNm0620,98.666664,31.816668,99.166664,31.900000,loc10-tmc060512,loc41-tmc060512,CN,CN
tmcCNm0620,99.166664,31.900000,100.016670,31.633333,loc41-tmc060512,Garze,CN,CN
tmcCNm0620,100.016670,31.633333,100.633331,31.400000,Garze,loc11-tmc060512,CN,CN
tmcCNm0620,100.633331,31.400000,101.150002,31.000000,loc11-tmc060512,Daofu,CN,CN
tmcCNm0620,101.150002,31.000000,101.500000,30.500000,Daofu,frk01-tmc060512,CN,CN
tmcCNm0620,97.233330,31.166668,97.300003,30.750000,Chamdo,loc12-tmc060512,CN,CN
tmcCNm0620,97.300003,30.750000,97.233330,30.233334,loc12-tmc060512,loc13-tmc060512,CN,CN
tmcCNm0620,97.233330,30.233334,97.900002,29.683332,loc13-tmc060512,loc14-tmc060512,CN,CN
tmcCNm0620,97.900002,29.683332,98.550003,29.683332,loc14-tmc060512,loc15-tmc060512,CN,CN
tmcCNm0620,98.550003,29.683332,99.000000,30.000000,loc15-tmc060512,loc16-tmc060512,CN,CN
tmcCNm0620,99.000000,30.000000,99.350000,30.316700,loc16-tmc060512,loc17-tmc060512,CN,CN
tmcCNm0620,99.350000,30.316700,100.266670,30.000000,loc17-tmc060512,Litang,CN,CN
tmcCNm0620,100.266670,30.000000,101.033333,30.033333,Litang,loc18-tmc060512,CN,CN
tmcCNm0620,101.033333,30.033333,101.500000,30.016666,loc18-tmc060512,frk02-tmc060512,CN,CN
tmcCNm0620,101.500000,30.016666,102.033333,30.049999,frk02-tmc060512,Kangding,CN,CN
tmcCNm0620,102.033333,30.049999,102.200000,29.933300,Kangding,Luding,CN,CN
tmcCNm0620,102.200000,29.933300,102.833300,30.066700,Luding,loc19-tmc060512,CN,CN
tmcCNm0620,102.833300,30.066700,103.083300,29.983300,loc19-tmc060512,Ya'an,CN,CN
tmcCNm0620,103.083300,29.983300,103.850000,30.050000,Ya'an,loc20-tmc060512,CN,CN
tmcCNm0620,103.850000,30.050000,104.066673,30.666668,loc20-tmc060512,Chengdu,CN,CN
tmcCNm0620,104.066673,30.666668,103.616700,31.000000,Chengdu,loc21-tmc060512,CN,CN
tmcCNm0620,103.616700,31.000000,103.483300,31.066700,loc21-tmc060512,loc22-tmc060512,CN,CN
tmcCNm0620,103.483300,31.066700,103.116700,30.983300,loc22-tmc060512,loc23-tmc060512,CN,CN
tmcCNm0620,103.116700,30.983300,102.916700,30.883300,loc23-tmc060512,loc24-tmc060512,CN,CN
tmcCNm0620,102.916700,30.883300,102.650000,31.016700,loc24-tmc060512,loc25-tmc060512,CN,CN
tmcCNm0620,102.650000,31.016700,102.383300,31.016700,loc25-tmc060512,loc26-tmc060512,CN,CN
tmcCNm0620,102.383300,31.016700,101.916700,30.950000,loc26-tmc060512,Danba,CN,CN
tmcCNm0620,101.916700,30.950000,101.500000,30.500000,Danba,frk01-tmc060512,CN,CN
tmcCNm0620,101.500000,30.500000,101.500000,30.016666,frk01-tmc060512,frk02-tmc060512,CN,CN
tmcCNm0620,98.550003,29.683332,98.550003,29.116667,loc15-tmc060512,loc27-tmc060512,CN,CN
tmcCNm0620,98.550003,29.116667,98.928571,28.482143,loc27-tmc060512,Deqin,CN,CN
tmcCNm0620,98.928571,28.482143,99.300003,28.266666,Deqin,loc28-tmc060512,CN,CN
tmcCNm0620,99.300003,28.266666,99.500000,28.000000,loc28-tmc060512,loc29-tmc060512,CN,CN
tmcCNm0620,99.500000,28.000000,99.599998,27.833332,loc29-tmc060512,Zhongdian,CN,CN
tmcCNm0620,99.599998,27.833332,100.300000,28.457000,Zhongdian,Yading,CN,CN
tmcCNm0620,100.300000,28.457000,100.166700,29.050000,Yading,Daocheng,CN,CN
tmcCNm0620,100.166700,29.050000,100.266670,30.000000,Daocheng,Litang,CN,CN
tmcCNm0620,99.599998,27.833332,100.266700,26.800000,Zhongdian,Lijiang,CN,CN
tmcCNm0620,100.266700,26.800000,100.200000,26.566700,Lijiang,loc30-tmc060512,CN,CN
tmcCNm0620,100.200000,26.566700,100.083300,25.983300,loc30-tmc060512,loc31-tmc060512,CN,CN
tmcCNm0620,100.083300,25.983300,100.183327,25.700001,loc31-tmc060512,Dali,CN,CN
tmcCNm0620,100.183327,25.700001,100.233300,25.566700,Dali,Xiaguan,CN,CN
tmcCNm0620,100.233300,25.566700,100.000000,25.666700,Xiaguan,loc32-tmc060512,CN,CN
tmcCNm0620,100.000000,25.666700,99.600000,25.400000,loc32-tmc060512,loc33-tmc060512,CN,CN
tmcCNm0620,99.600000,25.400000,99.333300,25.600000,loc33-tmc060512,loc34-tmc060512,CN,CN
tmcCNm0620,99.333300,25.600000,99.150000,25.116700,loc34-tmc060512,loc35-tmc060512,CN,CN
tmcCNm0620,99.150000,25.116700,99.183300,25.016700,loc35-tmc060512,loc36-tmc060512,CN,CN
tmcCNm0620,99.183300,25.016700,98.466700,25.033300,loc36-tmc060512,Tengchong,CN,CN
tmcCNm0620,100.233300,25.566700,100.533300,25.066700,Xiaguan,loc37-tmc060512,CN,CN
tmcCNm0620,100.533300,25.066700,100.100000,24.416700,loc37-tmc060512,loc38-tmc060512,CN,CN
tmcCNm0620,100.100000,24.416700,100.033300,23.900000,loc38-tmc060512,Lincang,CN,CN
tmcCNm0620,100.033300,23.900000,100.133300,23.600000,Lincang,loc39-tmc060512,CN,CN
tmcCNm0620,100.133300,23.600000,100.700000,23.466700,loc39-tmc060512,loc40-tmc060512,CN,CN
tmcCNm0620,100.700000,23.466700,101.050000,23.083300,loc40-tmc060512,P'u-erh,CN,CN
tmcCNm0620,101.050000,23.083300,101.083300,22.766700,P'u-erh,Simao,CN,CN
tmcCNm0620,101.083300,22.766700,100.816700,21.983300,Simao,Jinghong,CN,CN
tmcCNm0680a,103.083300,29.983300,102.033333,30.049999,Ya'an,Kangding,CN,CN
tmcCNm0680a,102.033333,30.049999,101.033333,30.033333,Kangding,loc01-tmc041119,CN,CN
tmcCNm0680a,101.033333,30.033333,99.350000,30.316700,loc01-tmc041119,loc02-tmc041119,CN,CN
tmcCNm0680a,97.900002,29.683332,93.383331,29.933332,Zuogong,Gongbujiangda,CN,CN
tmcCNm0680a,93.383331,29.933332,91.099998,29.650000,Gongbujiangda,Lhasa,CN,CN
tmcCNm0680a,91.099998,29.650000,89.633331,28.950001,Lhasa,Jiangze,CN,CN
tmcCNm0680a,89.633331,28.950001,88.933334,27.433332,Jiangze,Yadong,CN,CN
tmcCNm0680a,101.050000,23.083300,100.533300,25.066700,Pu'er,loc03-tmc041119,CN,CN
tmcCNm0680a,100.533300,25.066700,100.183327,25.700001,loc03-tmc041119,Dali,CN,CN
tmcCNm0680a,100.183327,25.700001,100.266700,26.800000,Dali,Lijiang,CN,CN
tmcCNm0680a,99.599998,27.833332,98.928571,28.482143,Zhongdian,Deqin,CN,CN
tmcCNm0680a,98.928571,28.482143,98.550003,29.683332,Deqin,Mangkang,CN,CN
tmcCNm0680b,101.050000,23.083300,100.183327,25.700001,Pu'er,Dali,CN,CN
tmcCNm0680b,97.233330,30.233334,97.233330,31.166668,Bangda,Changdu,CN,CN
tmcCNm0680b,97.233330,31.166668,95.883331,30.783333,Changdu,Luolongzong,CN,CN
tmcCNm0680b,95.883331,30.783333,93.383331,29.933332,Luolongzong,Gongbujiangda,CN,CN
tmcCNm0680b,89.633331,28.950001,89.166664,27.750000,Jiangze,Pali (2),CN,CN
tmcCNm0680b,89.166664,27.750000,88.933334,27.433332,Pali (2),Yadong,CN,CN
tmcCNm0680b,103.083300,29.983300,102.200000,29.933300,Ya'an,Luding,CN,CN
tmcCNm0680b,102.033333,30.049999,99.000000,30.000000,Kangding,Batang,CN,CN
tmcCNm0680b,99.000000,30.000000,97.233330,31.166668,Batang,Changdu,CN,CN
tmcCNm0680c,102.033333,30.049999,100.266670,30.000000,Kangding,Litang,CN,CN
tmcCNm0680c,100.266670,30.000000,99.000000,30.000000,Litang,Batang,CN,CN
tmcCNm0680c,99.599998,27.833332,99.300003,28.266666,Zhongdian,Benzilan,CN,CN
tmcCNm0680c,98.928571,28.482143,98.700000,29.466700,Deqeng,Bamda,CN,CN
tmcCNm0680c,98.700000,29.466700,98.550003,29.683332,Bamda,loc01-tmc041118,CN,CN
tmcCNm0680c,96.516700,31.400000,96.150000,30.700000,Rewoqe,Lholung,CN,CN
tmcCNm0680c,97.300003,30.750000,96.150000,30.700000,Zayu (2),Lholung,CN,CN
tmcCNm0680c,96.150000,30.700000,95.883331,30.783333,Lholung,loc03-tmc041118,CN,CN
tmcCNm0680c,95.883331,30.783333,94.833300,30.900000,loc03-tmc041118,Benba,CN,CN
tmcCNm0680c,94.833300,30.900000,93.316700,30.733300,Benba,Jiali,CN,CN
tmcCNm0680c,93.316700,30.733300,93.383331,29.933332,Jiali,Gongbogyangda,CN,CN
tmcCNm0680c,93.383331,29.933332,91.349998,29.666668,Gongbogyangda,loc04-tmc041118,CN,CN
tmcCNm0680c,91.349998,29.666668,91.099998,29.650000,loc04-tmc041118,Lhasa,CN,CN
tmcCNm1500,115.963300,39.481100,116.140000,39.731900,Zhuo,Lanxiang,CN,CN
tmcCNm1500,116.140000,39.731900,116.389168,39.912777,Lanxiang,Beijing,CN,CN
tmcCNm1500,112.550003,37.866669,112.731900,37.680300,Taiyuan,Yuci,CN,CN
tmcCNm1500,112.731900,37.680300,113.166100,37.886400,Yuci,Shouyang,CN,CN
tmcCNm1500,113.166100,37.886400,113.612800,37.801700,Shouyang,Pingding,CN,CN
tmcCNm1500,113.612800,37.801700,114.134200,38.031700,Pingding,Jingxing,CN,CN
tmcCNm1500,114.134200,38.031700,114.296100,38.080600,Jingxing,Huolu,CN,CN
tmcCNm1500,114.296100,38.080600,114.559400,38.139700,Huolu,Zhengding,CN,CN
tmcCNm1500,114.559400,38.139700,114.666700,38.349200,Zhengding,Xinle,CN,CN
tmcCNm1500,114.666700,38.349200,114.995600,38.513100,Xinle,Ding,CN,CN
tmcCNm1500,114.995600,38.513100,115.140000,38.704400,Ding,Wangdu,CN,CN
tmcCNm1500,115.140000,38.704400,115.490300,38.851100,Wangdu,Baoding,CN,CN
tmcCNm1500,115.490300,38.851100,115.643900,39.019200,Baoding,Xushui,CN,CN
tmcCNm1500,115.643900,39.019200,115.769700,39.270000,Xushui,Dingxing,CN,CN
tmcCNm1500,115.769700,39.270000,115.852200,39.323900,Dingxing,Xincheng (2),CN,CN
tmcCNm1500,114.559400,38.139700,114.651700,37.879200,Zhengding,Luancheng,CN,CN
tmcCNm1500,114.651700,37.879200,114.768900,37.746400,Luancheng,Zhao,CN,CN
tmcCNm1500,114.768900,37.746400,114.680000,37.488600,Zhao,Boxiang,CN,CN
tmcCNm1500,114.680000,37.488600,114.513300,37.294700,Boxiang,Neiqiu,CN,CN
tmcCNm1500,114.513300,37.294700,114.494200,37.063100,Neiqiu,Xingtai,CN,CN
tmcCNm1500,114.494200,37.063100,114.497500,36.854700,Xingtai,Shahe,CN,CN
tmcCNm1500,114.497500,36.854700,114.467800,36.600600,Shahe,Handan,CN,CN
tmcCNm1500,115.963300,39.481100,115.852200,39.323900,Zhuo,Xincheng (2),CN,CN
tmcCNm1500,115.852200,39.323900,116.097200,38.965300,Xincheng (2),Xiong,CN,CN
tmcCNm1500,116.097200,38.965300,116.093600,38.698900,Xiong,Renqiu,CN,CN
tmcCNm1500,116.093600,38.698900,116.084400,38.425000,Renqiu,Hejian,CN,CN
tmcCNm1500,116.084400,38.425000,116.110800,38.182200,Hejian,Xian (2),CN,CN
tmcCNm1500,116.110800,38.182200,116.142500,37.868100,Xian (2),Foucheng,CN,CN
tmcCNm1500,116.142500,37.868100,116.260800,37.690600,Foucheng,Jing (2),CN,CN
tmcCNm1500,116.260800,37.690600,116.292500,37.448600,Jing (2),De,CN,CN
tmcCNm1500,116.292500,37.448600,116.265000,37.145600,De,En,CN,CN
tmcCNm1500,116.265000,37.145600,116.227800,36.859200,En,Gaotang,CN,CN
tmcCNm1500,116.227800,36.859200,116.241900,36.594200,Gaotang,Chiping,CN,CN
tmcCNm1500,116.241900,36.594200,116.239700,36.330000,Chiping,Donga,CN,CN
tmcCNm1500,116.292500,37.448600,116.435000,37.165800,De,Pingyuan,CN,CN
tmcCNm1500,116.435000,37.165800,116.784200,36.706100,Pingyuan,Qihe,CN,CN
tmcCNm1500,116.784200,36.706100,116.997200,36.668300,Qihe,Jinan,CN,CN
tmcCNm1500,120.750800,37.808600,120.526100,37.648100,Penglai,Huangx,CN,CN
tmcCNm1500,120.526100,37.648100,119.921400,37.171700,Huangx,Yex,CN,CN
tmcCNm1500,119.921400,37.171700,119.946400,36.784400,Yex,Pingdu,CN,CN
tmcCNm1500,119.946400,36.784400,119.752800,36.383300,Pingdu,Gaomi,CN,CN
tmcCNm1500,119.752800,36.383300,119.397500,35.994700,Gaomi,Zhuch-eng,CN,CN
tmcCNm1500,119.397500,35.994700,119.455300,35.427500,Zhuch-eng,Rizhao,CN,CN
tmcCNm1500,119.455300,35.427500,119.119200,34.836400,Rizhao,Ganyu,CN,CN
tmcCNm1500,119.119200,34.836400,119.128900,34.581700,Ganyu,Donghai,CN,CN
tmcCNm1500,119.128900,34.581700,118.773300,34.129400,Donghai,Shuyang,CN,CN
tmcCNm1500,116.239700,36.330000,116.468300,35.933900,Donga,Dongping,CN,CN
tmcCNm1500,116.468300,35.933900,116.496100,35.727500,Dongping,Wenshang,CN,CN
tmcCNm1500,116.496100,35.727500,116.581400,35.405000,Wenshang,Jining,CN,CN
tmcCNm1500,116.581400,35.405000,116.924700,34.736100,Jining,Pei,CN,CN
tmcCNm1500,116.924700,34.736100,117.191700,34.266900,Pei,Tongshan,CN,CN
tmcCNm1500,116.496100,35.727500,116.828600,35.552800,Wenshang,Ziyang,CN,CN
tmcCNm1500,116.965600,35.400600,117.151400,35.078300,Zou,Teng,CN,CN
tmcCNm1500,117.151400,35.078300,117.191700,34.266900,Teng,Tongshan,CN,CN
